zipcode,city,state,country,timezone
601,Adjuntas,PR,US,America/Puerto_Rico
602,Aguada,PR,US,America/Puerto_Rico
603,Aguadilla,PR,US,America/Puerto_Rico
606,Maricao,PR,US,America/Puerto_Rico
610,Anasco,PR,US,America/Puerto_Rico
611,Angeles,PR,US,America/Puerto_Rico
612,Arecibo,PR,US,America/Puerto_Rico
616,Bajadero,PR,US,America/Puerto_Rico
617,Barceloneta,PR,US,America/Puerto_Rico
622,Boqueron,PR,US,America/Puerto_Rico
623,Cabo Rojo,PR,US,America/Puerto_Rico
624,Penuelas,PR,US,America/Puerto_Rico
627,Camuy,PR,US,America/Puerto_Rico
631,Castaner,PR,US,America/Puerto_Rico
637,Sabana Grande,PR,US,America/Puerto_Rico
638,Ciales,PR,US,America/Puerto_Rico
641,Utuado,PR,US,America/Puerto_Rico
646,Dorado,PR,US,America/Puerto_Rico
647,Ensenada,PR,US,America/Puerto_Rico
650,Florida,PR,US,America/Puerto_Rico
652,Garrochales,PR,US,America/Puerto_Rico
653,Guanica,PR,US,America/Puerto_Rico
656,Guayanilla,PR,US,America/Puerto_Rico
659,Hatillo,PR,US,America/Puerto_Rico
660,Hormigueros,PR,US,America/Puerto_Rico
662,Isabela,PR,US,America/Puerto_Rico
664,Jayuya,PR,US,America/Puerto_Rico
667,Lajas,PR,US,America/Puerto_Rico
669,Lares,PR,US,America/Puerto_Rico
670,Las Marias,PR,US,America/Puerto_Rico
674,Manati,PR,US,America/Puerto_Rico
676,Moca,PR,US,America/Puerto_Rico
677,Rincon,PR,US,America/Puerto_Rico
678,Quebradillas,PR,US,America/Puerto_Rico
680,Mayaguez,PR,US,America/Puerto_Rico
682,Mayaguez,PR,US,America/Puerto_Rico
683,San German,PR,US,America/Puerto_Rico
685,San Sebastian,PR,US,America/Puerto_Rico
687,Morovis,PR,US,America/Puerto_Rico
688,Sabana Hoyos,PR,US,America/Puerto_Rico
690,San Antonio,PR,US,America/Puerto_Rico
692,Vega Alta,PR,US,America/Puerto_Rico
693,Vega Baja,PR,US,America/Puerto_Rico
694,Vega Baja,PR,US,America/Puerto_Rico
698,Yauco,PR,US,America/Puerto_Rico
703,Aguas Buenas,PR,US,America/Puerto_Rico
704,Aguirre,PR,US,America/Puerto_Rico
705,Aibonito,PR,US,America/Puerto_Rico
707,Maunabo,PR,US,America/Puerto_Rico
714,Arroyo,PR,US,America/Puerto_Rico
715,Mercedita,PR,US,America/Puerto_Rico
716,Ponce,PR,US,America/Puerto_Rico
717,Ponce,PR,US,America/Puerto_Rico
718,Naguabo,PR,US,America/Puerto_Rico
719,Naranjito,PR,US,America/Puerto_Rico
720,Orocovis,PR,US,America/Puerto_Rico
723,Patillas,PR,US,America/Puerto_Rico
725,Caguas,PR,US,America/Puerto_Rico
727,Caguas,PR,US,America/Puerto_Rico
728,Ponce,PR,US,America/Puerto_Rico
729,Canovanas,PR,US,America/Puerto_Rico
730,Ponce,PR,US,America/Puerto_Rico
731,Ponce,PR,US,America/Puerto_Rico
735,Ceiba,PR,US,America/Puerto_Rico
736,Cayey,PR,US,America/Puerto_Rico
738,Fajardo,PR,US,America/Puerto_Rico
739,Cidra,PR,US,America/Puerto_Rico
740,Puerto Real,PR,US,America/Puerto_Rico
741,Punta Santiago,PR,US,America/Puerto_Rico
745,Rio Grande,PR,US,America/Puerto_Rico
751,Salinas,PR,US,America/Puerto_Rico
754,San Lorenzo,PR,US,America/Puerto_Rico
757,Santa Isabel,PR,US,America/Puerto_Rico
765,Vieques,PR,US,America/Puerto_Rico
766,Villalba,PR,US,America/Puerto_Rico
767,Yabucoa,PR,US,America/Puerto_Rico
769,Coamo,PR,US,America/Puerto_Rico
771,Las Piedras,PR,US,America/Puerto_Rico
772,Loiza,PR,US,America/Puerto_Rico
773,Luquillo,PR,US,America/Puerto_Rico
775,Culebra,PR,US,America/Puerto_Rico
777,Juncos,PR,US,America/Puerto_Rico
778,Gurabo,PR,US,America/Puerto_Rico
780,Coto Laurel,PR,US,America/Puerto_Rico
782,Comerio,PR,US,America/Puerto_Rico
783,Corozal,PR,US,America/Puerto_Rico
784,Guayama,PR,US,America/Puerto_Rico
786,La Plata,PR,US,America/Puerto_Rico
791,Humacao,PR,US,America/Puerto_Rico
794,Barranquitas,PR,US,America/Puerto_Rico
795,Juana Diaz,PR,US,America/Puerto_Rico
802,St Thomas,VI,US,America/St_Thomas
820,Christiansted,VI,US,America/St_Thomas
830,St John,VI,US,America/St_Thomas
840,Frederiksted,VI,US,America/St_Thomas
850,Kingshill,VI,US,America/St_Thomas
851,Kingshill,VI,US,America/St_Thomas
901,San Juan,PR,US,America/Puerto_Rico
906,San Juan,PR,US,America/Puerto_Rico
907,San Juan,PR,US,America/Puerto_Rico
909,San Juan,PR,US,America/Puerto_Rico
911,San Juan,PR,US,America/Puerto_Rico
912,San Juan,PR,US,America/Puerto_Rico
913,San Juan,PR,US,America/Puerto_Rico
915,San Juan,PR,US,America/Puerto_Rico
917,San Juan,PR,US,America/Puerto_Rico
918,San Juan,PR,US,America/Puerto_Rico
920,San Juan,PR,US,America/Puerto_Rico
921,San Juan,PR,US,America/Puerto_Rico
923,San Juan,PR,US,America/Puerto_Rico
924,San Juan,PR,US,America/Puerto_Rico
925,San Juan,PR,US,America/Puerto_Rico
926,San Juan,PR,US,America/Puerto_Rico
927,San Juan,PR,US,America/Puerto_Rico
934,Fort Buchanan,PR,US,America/Puerto_Rico
949,Toa Baja,PR,US,America/Puerto_Rico
950,Toa Baja,PR,US,America/Puerto_Rico
951,Toa Baja,PR,US,America/Puerto_Rico
952,Sabana Seca,PR,US,America/Puerto_Rico
953,Toa Alta,PR,US,America/Puerto_Rico
956,Bayamon,PR,US,America/Puerto_Rico
957,Bayamon,PR,US,America/Puerto_Rico
959,Bayamon,PR,US,America/Puerto_Rico
960,Bayamon,PR,US,America/Puerto_Rico
961,Bayamon,PR,US,America/Puerto_Rico
962,Catano,PR,US,America/Puerto_Rico
965,Guaynabo,PR,US,America/Puerto_Rico
966,Guaynabo,PR,US,America/Puerto_Rico
968,Guaynabo,PR,US,America/Puerto_Rico
969,Guaynabo,PR,US,America/Puerto_Rico
971,Guaynabo,PR,US,America/Puerto_Rico
976,Trujillo Alto,PR,US,America/Puerto_Rico
979,Carolina,PR,US,America/Puerto_Rico
982,Carolina,PR,US,America/Puerto_Rico
983,Carolina,PR,US,America/Puerto_Rico
985,Carolina,PR,US,America/Puerto_Rico
987,Carolina,PR,US,America/Puerto_Rico
1001,Agawam,MA,US,America/New_York
1002,Amherst,MA,US,America/New_York
1003,Amherst,MA,US,America/New_York
1005,Barre,MA,US,America/New_York
1007,Belchertown,MA,US,America/New_York
1008,Blandford,MA,US,America/New_York
1009,Bondsville,MA,US,America/New_York
1010,Brimfield,MA,US,America/New_York
1011,Chester,MA,US,America/New_York
1012,Chesterfield,MA,US,America/New_York
1013,Chicopee,MA,US,America/New_York
1020,Chicopee,MA,US,America/New_York
1022,Chicopee,MA,US,America/New_York
1026,Cummington,MA,US,America/New_York
1027,Easthampton,MA,US,America/New_York
1028,East Longmeadow,MA,US,America/New_York
1029,East Otis,MA,US,America/New_York
1030,Feeding Hills,MA,US,America/New_York
1031,Gilbertville,MA,US,America/New_York
1032,Goshen,MA,US,America/New_York
1033,Granby,MA,US,America/New_York
1034,Granville,MA,US,America/New_York
1035,Hadley,MA,US,America/New_York
1036,Hampden,MA,US,America/New_York
1037,Hardwick,MA,US,America/New_York
1038,Hatfield,MA,US,America/New_York
1039,Haydenville,MA,US,America/New_York
1040,Holyoke,MA,US,America/New_York
1050,Huntington,MA,US,America/New_York
1053,Leeds,MA,US,America/New_York
1054,Leverett,MA,US,America/New_York
1056,Ludlow,MA,US,America/New_York
1057,Monson,MA,US,America/New_York
1060,Northampton,MA,US,America/New_York
1062,Florence,MA,US,America/New_York
1063,Northampton,MA,US,America/New_York
1066,North Hatfield,MA,US,America/New_York
1068,Oakham,MA,US,America/New_York
1069,Palmer,MA,US,America/New_York
1070,Plainfield,MA,US,America/New_York
1071,Russell,MA,US,America/New_York
1072,Shutesbury,MA,US,America/New_York
1073,Southampton,MA,US,America/New_York
1074,South Barre,MA,US,America/New_York
1075,South Hadley,MA,US,America/New_York
1077,Southwick,MA,US,America/New_York
1079,Thorndike,MA,US,America/New_York
1080,Three Rivers,MA,US,America/New_York
1081,Wales,MA,US,America/New_York
1082,Ware,MA,US,America/New_York
1083,Warren,MA,US,America/New_York
1084,West Chesterfield,MA,US,America/New_York
1085,Westfield,MA,US,America/New_York
1088,West Hatfield,MA,US,America/New_York
1089,West Springfield,MA,US,America/New_York
1092,West Warren,MA,US,America/New_York
1093,Whately,MA,US,America/New_York
1094,Wheelwright,MA,US,America/New_York
1095,Wilbraham,MA,US,America/New_York
1096,Williamsburg,MA,US,America/New_York
1097,Woronoco,MA,US,America/New_York
1098,Worthington,MA,US,America/New_York
1103,Springfield,MA,US,America/New_York
1104,Springfield,MA,US,America/New_York
1105,Springfield,MA,US,America/New_York
1106,Longmeadow,MA,US,America/New_York
1107,Springfield,MA,US,America/New_York
1108,Springfield,MA,US,America/New_York
1109,Springfield,MA,US,America/New_York
1118,Springfield,MA,US,America/New_York
1119,Springfield,MA,US,America/New_York
1128,Springfield,MA,US,America/New_York
1129,Springfield,MA,US,America/New_York
1144,Springfield,MA,US,America/New_York
1151,Indian Orchard,MA,US,America/New_York
1201,Pittsfield,MA,US,America/New_York
1220,Adams,MA,US,America/New_York
1222,Ashley Falls,MA,US,America/New_York
1223,Becket,MA,US,America/New_York
1224,Berkshire,MA,US,America/New_York
1225,Cheshire,MA,US,America/New_York
1226,Dalton,MA,US,America/New_York
1229,Glendale,MA,US,America/New_York
1230,Great Barrington,MA,US,America/New_York
1235,Hinsdale,MA,US,America/New_York
1236,Housatonic,MA,US,America/New_York
1237,Lanesborough,MA,US,America/New_York
1238,Lee,MA,US,America/New_York
1240,Lenox,MA,US,America/New_York
1242,Lenox Dale,MA,US,America/New_York
1243,Middlefield,MA,US,America/New_York
1244,Mill River,MA,US,America/New_York
1245,Monterey,MA,US,America/New_York
1247,North Adams,MA,US,America/New_York
1253,Otis,MA,US,America/New_York
1254,Richmond,MA,US,America/New_York
1255,Sandisfield,MA,US,America/New_York
1256,Savoy,MA,US,America/New_York
1257,Sheffield,MA,US,America/New_York
1258,South Egremont,MA,US,America/New_York
1259,Southfield,MA,US,America/New_York
1260,South Lee,MA,US,America/New_York
1262,Stockbridge,MA,US,America/New_York
1264,Tyringham,MA,US,America/New_York
1266,West Stockbridge,MA,US,America/New_York
1267,Williamstown,MA,US,America/New_York
1270,Windsor,MA,US,America/New_York
1301,Greenfield,MA,US,America/New_York
1330,Ashfield,MA,US,America/New_York
1331,Athol,MA,US,America/New_York
1337,Bernardston,MA,US,America/New_York
1338,Buckland,MA,US,America/New_York
1339,Charlemont,MA,US,America/New_York
1340,Colrain,MA,US,America/New_York
1341,Conway,MA,US,America/New_York
1342,Deerfield,MA,US,America/New_York
1343,Drury,MA,US,America/New_York
1344,Erving,MA,US,America/New_York
1346,Heath,MA,US,America/New_York
1347,Lake Pleasant,MA,US,America/New_York
1349,Millers Falls,MA,US,America/New_York
1350,Monroe Bridge,MA,US,America/New_York
1351,Montague,MA,US,America/New_York
1354,Gill,MA,US,America/New_York
1355,New Salem,MA,US,America/New_York
1360,Northfield,MA,US,America/New_York
1364,Orange,MA,US,America/New_York
1366,Petersham,MA,US,America/New_York
1367,Rowe,MA,US,America/New_York
1368,Royalston,MA,US,America/New_York
1370,Shelburne Falls,MA,US,America/New_York
1373,South Deerfield,MA,US,America/New_York
1375,Sunderland,MA,US,America/New_York
1376,Turners Falls,MA,US,America/New_York
1378,Warwick,MA,US,America/New_York
1379,Wendell,MA,US,America/New_York
1380,Wendell Depot,MA,US,America/New_York
1420,Fitchburg,MA,US,America/New_York
1430,Ashburnham,MA,US,America/New_York
1431,Ashby,MA,US,America/New_York
1432,Ayer,MA,US,America/New_York
1434,Devens,MA,US,America/New_York
1436,Baldwinville,MA,US,America/New_York
1438,East Templeton,MA,US,America/New_York
1440,Gardner,MA,US,America/New_York
1450,Groton,MA,US,America/New_York
1451,Harvard,MA,US,America/New_York
1452,Hubbardston,MA,US,America/New_York
1453,Leominster,MA,US,America/New_York
1460,Littleton,MA,US,America/New_York
1462,Lunenburg,MA,US,America/New_York
1463,Pepperell,MA,US,America/New_York
1464,Shirley,MA,US,America/New_York
1468,Templeton,MA,US,America/New_York
1469,Townsend,MA,US,America/New_York
1473,Westminster,MA,US,America/New_York
1474,West Townsend,MA,US,America/New_York
1475,Winchendon,MA,US,America/New_York
1501,Auburn,MA,US,America/New_York
1503,Berlin,MA,US,America/New_York
1504,Blackstone,MA,US,America/New_York
1505,Boylston,MA,US,America/New_York
1506,Brookfield,MA,US,America/New_York
1507,Charlton,MA,US,America/New_York
1510,Clinton,MA,US,America/New_York
1515,East Brookfield,MA,US,America/New_York
1516,Douglas,MA,US,America/New_York
1518,Fiskdale,MA,US,America/New_York
1519,Grafton,MA,US,America/New_York
1520,Holden,MA,US,America/New_York
1521,Holland,MA,US,America/New_York
1522,Jefferson,MA,US,America/New_York
1523,Lancaster,MA,US,America/New_York
1524,Leicester,MA,US,America/New_York
1525,Linwood,MA,US,America/New_York
1527,Millbury,MA,US,America/New_York
1529,Millville,MA,US,America/New_York
1531,New Braintree,MA,US,America/New_York
1532,Northborough,MA,US,America/New_York
1534,Northbridge,MA,US,America/New_York
1535,North Brookfield,MA,US,America/New_York
1536,North Grafton,MA,US,America/New_York
1537,North Oxford,MA,US,America/New_York
1540,Oxford,MA,US,America/New_York
1541,Princeton,MA,US,America/New_York
1542,Rochdale,MA,US,America/New_York
1543,Rutland,MA,US,America/New_York
1545,Shrewsbury,MA,US,America/New_York
1550,Southbridge,MA,US,America/New_York
1560,South Grafton,MA,US,America/New_York
1561,South Lancaster,MA,US,America/New_York
1562,Spencer,MA,US,America/New_York
1564,Sterling,MA,US,America/New_York
1566,Sturbridge,MA,US,America/New_York
1568,Upton,MA,US,America/New_York
1569,Uxbridge,MA,US,America/New_York
1570,Webster,MA,US,America/New_York
1571,Dudley,MA,US,America/New_York
1581,Westborough,MA,US,America/New_York
1583,West Boylston,MA,US,America/New_York
1585,West Brookfield,MA,US,America/New_York
1588,Whitinsville,MA,US,America/New_York
1590,Sutton,MA,US,America/New_York
1602,Worcester,MA,US,America/New_York
1603,Worcester,MA,US,America/New_York
1604,Worcester,MA,US,America/New_York
1605,Worcester,MA,US,America/New_York
1606,Worcester,MA,US,America/New_York
1607,Worcester,MA,US,America/New_York
1608,Worcester,MA,US,America/New_York
1609,Worcester,MA,US,America/New_York
1610,Worcester,MA,US,America/New_York
1611,Cherry Valley,MA,US,America/New_York
1612,Paxton,MA,US,America/New_York
1701,Framingham,MA,US,America/New_York
1702,Framingham,MA,US,America/New_York
1718,Acton,MA,US,America/New_York
1719,Boxborough,MA,US,America/New_York
1720,Acton,MA,US,America/New_York
1721,Ashland,MA,US,America/New_York
1730,Bedford,MA,US,America/New_York
1731,Hanscom Afb,MA,US,America/New_York
1740,Bolton,MA,US,America/New_York
1741,Carlisle,MA,US,America/New_York
1742,Concord,MA,US,America/New_York
1745,Fayville,MA,US,America/New_York
1746,Holliston,MA,US,America/New_York
1747,Hopedale,MA,US,America/New_York
1748,Hopkinton,MA,US,America/New_York
1749,Hudson,MA,US,America/New_York
1752,Marlborough,MA,US,America/New_York
1754,Maynard,MA,US,America/New_York
1756,Mendon,MA,US,America/New_York
1757,Milford,MA,US,America/New_York
1760,Natick,MA,US,America/New_York
1770,Sherborn,MA,US,America/New_York
1772,Southborough,MA,US,America/New_York
1773,Lincoln,MA,US,America/New_York
1775,Stow,MA,US,America/New_York
1776,Sudbury,MA,US,America/New_York
1778,Wayland,MA,US,America/New_York
1801,Woburn,MA,US,America/New_York
1803,Burlington,MA,US,America/New_York
1810,Andover,MA,US,America/New_York
1821,Billerica,MA,US,America/New_York
1824,Chelmsford,MA,US,America/New_York
1826,Dracut,MA,US,America/New_York
1827,Dunstable,MA,US,America/New_York
1830,Haverhill,MA,US,America/New_York
1832,Haverhill,MA,US,America/New_York
1833,Georgetown,MA,US,America/New_York
1834,Groveland,MA,US,America/New_York
1835,Haverhill,MA,US,America/New_York
1840,Lawrence,MA,US,America/New_York
1841,Lawrence,MA,US,America/New_York
1843,Lawrence,MA,US,America/New_York
1844,Methuen,MA,US,America/New_York
1845,North Andover,MA,US,America/New_York
1850,Lowell,MA,US,America/New_York
1851,Lowell,MA,US,America/New_York
1852,Lowell,MA,US,America/New_York
1854,Lowell,MA,US,America/New_York
1860,Merrimac,MA,US,America/New_York
1862,North Billerica,MA,US,America/New_York
1863,North Chelmsford,MA,US,America/New_York
1864,North Reading,MA,US,America/New_York
1867,Reading,MA,US,America/New_York
1876,Tewksbury,MA,US,America/New_York
1879,Tyngsboro,MA,US,America/New_York
1880,Wakefield,MA,US,America/New_York
1886,Westford,MA,US,America/New_York
1887,Wilmington,MA,US,America/New_York
1890,Winchester,MA,US,America/New_York
1901,Lynn,MA,US,America/New_York
1902,Lynn,MA,US,America/New_York
1904,Lynn,MA,US,America/New_York
1905,Lynn,MA,US,America/New_York
1906,Saugus,MA,US,America/New_York
1907,Swampscott,MA,US,America/New_York
1908,Nahant,MA,US,America/New_York
1913,Amesbury,MA,US,America/New_York
1915,Beverly,MA,US,America/New_York
1921,Boxford,MA,US,America/New_York
1922,Byfield,MA,US,America/New_York
1923,Danvers,MA,US,America/New_York
1929,Essex,MA,US,America/New_York
1930,Gloucester,MA,US,America/New_York
1937,Hathorne,MA,US,America/New_York
1938,Ipswich,MA,US,America/New_York
1940,Lynnfield,MA,US,America/New_York
1944,Manchester,MA,US,America/New_York
1945,Marblehead,MA,US,America/New_York
1949,Middleton,MA,US,America/New_York
1950,Newburyport,MA,US,America/New_York
1951,Newbury,MA,US,America/New_York
1952,Salisbury,MA,US,America/New_York
1960,Peabody,MA,US,America/New_York
1965,Prides Crossing,MA,US,America/New_York
1966,Rockport,MA,US,America/New_York
1969,Rowley,MA,US,America/New_York
1970,Salem,MA,US,America/New_York
1982,South Hamilton,MA,US,America/New_York
1983,Topsfield,MA,US,America/New_York
1984,Wenham,MA,US,America/New_York
1985,West Newbury,MA,US,America/New_York
2019,Bellingham,MA,US,America/New_York
2021,Canton,MA,US,America/New_York
2025,Cohasset,MA,US,America/New_York
2026,Dedham,MA,US,America/New_York
2030,Dover,MA,US,America/New_York
2032,East Walpole,MA,US,America/New_York
2035,Foxboro,MA,US,America/New_York
2038,Franklin,MA,US,America/New_York
2043,Hingham,MA,US,America/New_York
2045,Hull,MA,US,America/New_York
2047,Humarock,MA,US,America/New_York
2048,Mansfield,MA,US,America/New_York
2050,Marshfield,MA,US,America/New_York
2052,Medfield,MA,US,America/New_York
2053,Medway,MA,US,America/New_York
2054,Millis,MA,US,America/New_York
2056,Norfolk,MA,US,America/New_York
2061,Norwell,MA,US,America/New_York
2062,Norwood,MA,US,America/New_York
2066,Scituate,MA,US,America/New_York
2067,Sharon,MA,US,America/New_York
2071,South Walpole,MA,US,America/New_York
2072,Stoughton,MA,US,America/New_York
2081,Walpole,MA,US,America/New_York
2090,Westwood,MA,US,America/New_York
2093,Wrentham,MA,US,America/New_York
2108,Boston,MA,US,America/New_York
2109,Boston,MA,US,America/New_York
2110,Boston,MA,US,America/New_York
2111,Boston,MA,US,America/New_York
2113,Boston,MA,US,America/New_York
2114,Boston,MA,US,America/New_York
2115,Boston,MA,US,America/New_York
2116,Boston,MA,US,America/New_York
2118,Boston,MA,US,America/New_York
2119,Roxbury,MA,US,America/New_York
2120,Roxbury Crossing,MA,US,America/New_York
2121,Dorchester,MA,US,America/New_York
2122,Dorchester,MA,US,America/New_York
2124,Dorchester Center,MA,US,America/New_York
2125,Dorchester,MA,US,America/New_York
2126,Mattapan,MA,US,America/New_York
2127,South Boston,MA,US,America/New_York
2128,East Boston,MA,US,America/New_York
2129,Charlestown,MA,US,America/New_York
2130,Jamaica Plain,MA,US,America/New_York
2131,Roslindale,MA,US,America/New_York
2132,West Roxbury,MA,US,America/New_York
2133,Boston,MA,US,America/New_York
2134,Allston,MA,US,America/New_York
2135,Brighton,MA,US,America/New_York
2136,Hyde Park,MA,US,America/New_York
2138,Cambridge,MA,US,America/New_York
2139,Cambridge,MA,US,America/New_York
2140,Cambridge,MA,US,America/New_York
2141,Cambridge,MA,US,America/New_York
2142,Cambridge,MA,US,America/New_York
2143,Somerville,MA,US,America/New_York
2144,Somerville,MA,US,America/New_York
2145,Somerville,MA,US,America/New_York
2148,Malden,MA,US,America/New_York
2149,Everett,MA,US,America/New_York
2150,Chelsea,MA,US,America/New_York
2151,Revere,MA,US,America/New_York
2152,Winthrop,MA,US,America/New_York
2155,Medford,MA,US,America/New_York
2163,Boston,MA,US,America/New_York
2169,Quincy,MA,US,America/New_York
2170,Quincy,MA,US,America/New_York
2171,Quincy,MA,US,America/New_York
2176,Melrose,MA,US,America/New_York
2180,Stoneham,MA,US,America/New_York
2184,Braintree,MA,US,America/New_York
2186,Milton,MA,US,America/New_York
2188,Weymouth,MA,US,America/New_York
2189,East Weymouth,MA,US,America/New_York
2190,South Weymouth,MA,US,America/New_York
2191,North Weymouth,MA,US,America/New_York
2199,Boston,MA,US,America/New_York
2203,Boston,MA,US,America/New_York
2205,Boston,MA,US,America/New_York
2210,Boston,MA,US,America/New_York
2215,Boston,MA,US,America/New_York
2301,Brockton,MA,US,America/New_York
2302,Brockton,MA,US,America/New_York
2322,Avon,MA,US,America/New_York
2324,Bridgewater,MA,US,America/New_York
2325,Bridgewater,MA,US,America/New_York
2330,Carver,MA,US,America/New_York
2332,Duxbury,MA,US,America/New_York
2333,East Bridgewater,MA,US,America/New_York
2338,Halifax,MA,US,America/New_York
2339,Hanover,MA,US,America/New_York
2341,Hanson,MA,US,America/New_York
2343,Holbrook,MA,US,America/New_York
2346,Middleboro,MA,US,America/New_York
2347,Lakeville,MA,US,America/New_York
2350,Monponsett,MA,US,America/New_York
2351,Abington,MA,US,America/New_York
2356,North Easton,MA,US,America/New_York
2357,North Easton,MA,US,America/New_York
2359,Pembroke,MA,US,America/New_York
2360,Plymouth,MA,US,America/New_York
2364,Kingston,MA,US,America/New_York
2366,South Carver,MA,US,America/New_York
2367,Plympton,MA,US,America/New_York
2368,Randolph,MA,US,America/New_York
2370,Rockland,MA,US,America/New_York
2375,South Easton,MA,US,America/New_York
2379,West Bridgewater,MA,US,America/New_York
2382,Whitman,MA,US,America/New_York
2420,Lexington,MA,US,America/New_York
2421,Lexington,MA,US,America/New_York
2445,Brookline,MA,US,America/New_York
2446,Brookline,MA,US,America/New_York
2451,Waltham,MA,US,America/New_York
2452,Waltham,MA,US,America/New_York
2453,Waltham,MA,US,America/New_York
2457,Babson Park,MA,US,America/New_York
2458,Newton,MA,US,America/New_York
2459,Newton Center,MA,US,America/New_York
2460,Newtonville,MA,US,America/New_York
2461,Newton Highlands,MA,US,America/New_York
2462,Newton Lower Falls,MA,US,America/New_York
2464,Newton Upper Falls,MA,US,America/New_York
2465,West Newton,MA,US,America/New_York
2466,Auburndale,MA,US,America/New_York
2467,Chestnut Hill,MA,US,America/New_York
2468,Waban,MA,US,America/New_York
2472,Watertown,MA,US,America/New_York
2474,Arlington,MA,US,America/New_York
2476,Arlington,MA,US,America/New_York
2478,Belmont,MA,US,America/New_York
2481,Wellesley Hills,MA,US,America/New_York
2482,Wellesley,MA,US,America/New_York
2492,Needham,MA,US,America/New_York
2493,Weston,MA,US,America/New_York
2494,Needham Heights,MA,US,America/New_York
2532,Buzzards Bay,MA,US,America/New_York
2534,Cataumet,MA,US,America/New_York
2535,Chilmark,MA,US,America/New_York
2536,East Falmouth,MA,US,America/New_York
2537,East Sandwich,MA,US,America/New_York
2538,East Wareham,MA,US,America/New_York
2539,Edgartown,MA,US,America/New_York
2540,Falmouth,MA,US,America/New_York
2542,Buzzards Bay,MA,US,America/New_York
2543,Woods Hole,MA,US,America/New_York
2553,Monument Beach,MA,US,America/New_York
2554,Nantucket,MA,US,America/New_York
2556,North Falmouth,MA,US,America/New_York
2557,Oak Bluffs,MA,US,America/New_York
2558,Onset,MA,US,America/New_York
2559,Pocasset,MA,US,America/New_York
2561,Sagamore,MA,US,America/New_York
2562,Sagamore Beach,MA,US,America/New_York
2563,Sandwich,MA,US,America/New_York
2564,Siasconset,MA,US,America/New_York
2568,Vineyard Haven,MA,US,America/New_York
2571,Wareham,MA,US,America/New_York
2575,West Tisbury,MA,US,America/New_York
2576,West Wareham,MA,US,America/New_York
2584,Nantucket,MA,US,America/New_York
2601,Hyannis,MA,US,America/New_York
2630,Barnstable,MA,US,America/New_York
2631,Brewster,MA,US,America/New_York
2632,Centerville,MA,US,America/New_York
2633,Chatham,MA,US,America/New_York
2635,Cotuit,MA,US,America/New_York
2637,Cummaquid,MA,US,America/New_York
2638,Dennis,MA,US,America/New_York
2639,Dennis Port,MA,US,America/New_York
2641,East Dennis,MA,US,America/New_York
2642,Eastham,MA,US,America/New_York
2643,East Orleans,MA,US,America/New_York
2644,Forestdale,MA,US,America/New_York
2645,Harwich,MA,US,America/New_York
2646,Harwich Port,MA,US,America/New_York
2647,Hyannis Port,MA,US,America/New_York
2648,Marstons Mills,MA,US,America/New_York
2649,Mashpee,MA,US,America/New_York
2650,North Chatham,MA,US,America/New_York
2652,North Truro,MA,US,America/New_York
2653,Orleans,MA,US,America/New_York
2655,Osterville,MA,US,America/New_York
2657,Provincetown,MA,US,America/New_York
2659,South Chatham,MA,US,America/New_York
2660,South Dennis,MA,US,America/New_York
2663,South Wellfleet,MA,US,America/New_York
2664,South Yarmouth,MA,US,America/New_York
2666,Truro,MA,US,America/New_York
2667,Wellfleet,MA,US,America/New_York
2668,West Barnstable,MA,US,America/New_York
2670,West Dennis,MA,US,America/New_York
2671,West Harwich,MA,US,America/New_York
2672,West Hyannisport,MA,US,America/New_York
2673,West Yarmouth,MA,US,America/New_York
2675,Yarmouth Port,MA,US,America/New_York
2702,Assonet,MA,US,America/New_York
2703,Attleboro,MA,US,America/New_York
2713,Cuttyhunk,MA,US,America/New_York
2715,Dighton,MA,US,America/New_York
2717,East Freetown,MA,US,America/New_York
2718,East Taunton,MA,US,America/New_York
2719,Fairhaven,MA,US,America/New_York
2720,Fall River,MA,US,America/New_York
2721,Fall River,MA,US,America/New_York
2723,Fall River,MA,US,America/New_York
2724,Fall River,MA,US,America/New_York
2725,Somerset,MA,US,America/New_York
2726,Somerset,MA,US,America/New_York
2738,Marion,MA,US,America/New_York
2739,Mattapoisett,MA,US,America/New_York
2740,New Bedford,MA,US,America/New_York
2743,Acushnet,MA,US,America/New_York
2744,New Bedford,MA,US,America/New_York
2745,New Bedford,MA,US,America/New_York
2746,New Bedford,MA,US,America/New_York
2747,North Dartmouth,MA,US,America/New_York
2748,South Dartmouth,MA,US,America/New_York
2760,North Attleboro,MA,US,America/New_York
2762,Plainville,MA,US,America/New_York
2763,Attleboro Falls,MA,US,America/New_York
2764,North Dighton,MA,US,America/New_York
2766,Norton,MA,US,America/New_York
2767,Raynham,MA,US,America/New_York
2769,Rehoboth,MA,US,America/New_York
2770,Rochester,MA,US,America/New_York
2771,Seekonk,MA,US,America/New_York
2777,Swansea,MA,US,America/New_York
2779,Berkley,MA,US,America/New_York
2780,Taunton,MA,US,America/New_York
2790,Westport,MA,US,America/New_York
2791,Westport Point,MA,US,America/New_York
2802,Albion,RI,US,America/New_York
2804,Ashaway,RI,US,America/New_York
2806,Barrington,RI,US,America/New_York
2807,Block Island,RI,US,America/New_York
2808,Bradford,RI,US,America/New_York
2809,Bristol,RI,US,America/New_York
2812,Carolina,RI,US,America/New_York
