zipcode,city,state,country,timezone
32034,Fernandina Beach,FL,US,America/New_York
32038,Fort White,FL,US,America/New_York
32040,Glen Saint Mary,FL,US,America/New_York
32043,Green Cove Springs,FL,US,America/New_York
32044,Hampton,FL,US,America/New_York
32046,Hilliard,FL,US,America/New_York
32052,Jasper,FL,US,America/New_York
32053,Jennings,FL,US,America/New_York
32054,Lake Butler,FL,US,America/New_York
32055,Lake City,FL,US,America/New_York
32058,Lawtey,FL,US,America/New_York
32059,Lee,FL,US,America/New_York
32060,Live Oak,FL,US,America/New_York
32061,Lulu,FL,US,America/New_York
32062,McAlpin,FL,US,America/New_York
32063,Macclenny,FL,US,America/New_York
32064,Live Oak,FL,US,America/New_York
32065,Orange Park,FL,US,America/New_York
32066,Mayo,FL,US,America/New_York
32068,Middleburg,FL,US,America/New_York
32071,O'Brien,FL,US,America/New_York
32073,Orange Park,FL,US,America/New_York
32079,Penney Farms,FL,US,America/New_York
32080,Saint Augustine,FL,US,America/New_York
32081,Ponte Vedra,FL,US,America/New_York
32082,Ponte Vedra Beach,FL,US,America/New_York
32083,Raiford,FL,US,America/New_York
32084,Saint Augustine,FL,US,America/New_York
32086,Saint Augustine,FL,US,America/New_York
32087,Sanderson,FL,US,America/New_York
32091,Starke,FL,US,America/New_York
32092,Saint Augustine,FL,US,America/New_York
32094,Wellborn,FL,US,America/New_York
32095,Saint Augustine,FL,US,America/New_York
32096,White Springs,FL,US,America/New_York
32097,Yulee,FL,US,America/New_York
32102,Astor,FL,US,America/New_York
32110,Bunnell,FL,US,America/New_York
32112,Crescent City,FL,US,America/New_York
32113,Citra,FL,US,America/New_York
32114,Daytona Beach,FL,US,America/New_York
32117,Daytona Beach,FL,US,America/New_York
32118,Daytona Beach,FL,US,America/New_York
32119,Daytona Beach,FL,US,America/New_York
32124,Daytona Beach,FL,US,America/New_York
32127,Port Orange,FL,US,America/New_York
32128,Port Orange,FL,US,America/New_York
32129,Port Orange,FL,US,America/New_York
32130,De Leon Springs,FL,US,America/New_York
32131,East Palatka,FL,US,America/New_York
32132,Edgewater,FL,US,America/New_York
32133,Eastlake Weir,FL,US,America/New_York
32134,Fort McCoy,FL,US,America/New_York
32136,Flagler Beach,FL,US,America/New_York
32137,Palm Coast,FL,US,America/New_York
32139,Georgetown,FL,US,America/New_York
32140,Florahome,FL,US,America/New_York
32141,Edgewater,FL,US,America/New_York
32145,Hastings,FL,US,America/New_York
32147,Hollister,FL,US,America/New_York
32148,Interlachen,FL,US,America/New_York
32157,Lake Como,FL,US,America/New_York
32159,Lady Lake,FL,US,America/New_York
32162,The Villages,FL,US,America/New_York
32163,The Villages,FL,US,America/New_York
32164,Palm Coast,FL,US,America/New_York
32168,New Smyrna Beach,FL,US,America/New_York
32169,New Smyrna Beach,FL,US,America/New_York
32174,Ormond Beach,FL,US,America/New_York
32176,Ormond Beach,FL,US,America/New_York
32177,Palatka,FL,US,America/New_York
32179,Ocklawaha,FL,US,America/New_York
32180,Pierson,FL,US,America/New_York
32181,Pomona Park,FL,US,America/New_York
32182,Orange Springs,FL,US,America/New_York
32187,San Mateo,FL,US,America/New_York
32189,Satsuma,FL,US,America/New_York
32190,Seville,FL,US,America/New_York
32192,Sparr,FL,US,America/New_York
32193,Welaka,FL,US,America/New_York
32195,Weirsdale,FL,US,America/New_York
32202,Jacksonville,FL,US,America/New_York
32203,Jacksonville,FL,US,America/New_York
32204,Jacksonville,FL,US,America/New_York
32205,Jacksonville,FL,US,America/New_York
32206,Jacksonville,FL,US,America/New_York
32207,Jacksonville,FL,US,America/New_York
32208,Jacksonville,FL,US,America/New_York
32209,Jacksonville,FL,US,America/New_York
32210,Jacksonville,FL,US,America/New_York
32211,Jacksonville,FL,US,America/New_York
32212,Jacksonville,FL,US,America/New_York
32214,Jacksonville,FL,US,America/New_York
32216,Jacksonville,FL,US,America/New_York
32217,Jacksonville,FL,US,America/New_York
32218,Jacksonville,FL,US,America/New_York
32219,Jacksonville,FL,US,America/New_York
32220,Jacksonville,FL,US,America/New_York
32221,Jacksonville,FL,US,America/New_York
32222,Jacksonville,FL,US,America/New_York
32223,Jacksonville,FL,US,America/New_York
32224,Jacksonville,FL,US,America/New_York
32225,Jacksonville,FL,US,America/New_York
32226,Jacksonville,FL,US,America/New_York
32227,Jacksonville,FL,US,America/New_York
32228,Jacksonville,FL,US,America/New_York
32233,Atlantic Beach,FL,US,America/New_York
32234,Jacksonville,FL,US,America/New_York
32244,Jacksonville,FL,US,America/New_York
32246,Jacksonville,FL,US,America/New_York
32250,Jacksonville Beach,FL,US,America/New_York
32254,Jacksonville,FL,US,America/New_York
32256,Jacksonville,FL,US,America/New_York
32257,Jacksonville,FL,US,America/New_York
32258,Jacksonville,FL,US,America/New_York
32259,Saint Johns,FL,US,America/New_York
32266,Neptune Beach,FL,US,America/New_York
32277,Jacksonville,FL,US,America/New_York
32301,Tallahassee,FL,US,America/New_York
32303,Tallahassee,FL,US,America/New_York
32304,Tallahassee,FL,US,America/New_York
32305,Tallahassee,FL,US,America/New_York
32306,Tallahassee,FL,US,America/New_York
32307,Tallahassee,FL,US,America/New_York
32308,Tallahassee,FL,US,America/New_York
32309,Tallahassee,FL,US,America/New_York
32310,Tallahassee,FL,US,America/New_York
32311,Tallahassee,FL,US,America/New_York
32312,Tallahassee,FL,US,America/New_York
32313,Tallahassee,FL,US,America/New_York
32317,Tallahassee,FL,US,America/New_York
32320,Apalachicola,FL,US,America/New_York
32321,Bristol,FL,US,America/New_York
32322,Carrabelle,FL,US,America/New_York
32323,Lanark Village,FL,US,America/New_York
32324,Chattahoochee,FL,US,America/New_York
32327,Crawfordville,FL,US,America/New_York
32328,Eastpoint,FL,US,America/New_York
32330,Greensboro,FL,US,America/New_York
32331,Greenville,FL,US,America/New_York
32332,Gretna,FL,US,America/New_York
32333,Havana,FL,US,America/New_York
32334,Hosford,FL,US,America/New_York
32336,Lamont,FL,US,America/New_York
32337,Lloyd,FL,US,America/New_York
32340,Madison,FL,US,America/New_York
32343,Midway,FL,US,America/New_York
32344,Monticello,FL,US,America/New_York
32346,Panacea,FL,US,America/New_York
32347,Perry,FL,US,America/New_York
32348,Perry,FL,US,America/New_York
32350,Pinetta,FL,US,America/New_York
32351,Quincy,FL,US,America/New_York
32352,Quincy,FL,US,America/New_York
32355,Saint Marks,FL,US,America/New_York
32356,Salem,FL,US,America/New_York
32358,Sopchoppy,FL,US,America/New_York
32359,Steinhatchee,FL,US,America/New_York
32360,Telogia,FL,US,America/New_York
32361,Wacissa,FL,US,America/New_York
32399,Tallahassee,FL,US,America/New_York
32401,Panama City,FL,US,America/Chicago
32403,Panama City,FL,US,America/Chicago
32404,Panama City,FL,US,America/Chicago
32405,Panama City,FL,US,America/Chicago
32407,Panama City Beach,FL,US,America/Chicago
32408,Panama City,FL,US,America/Chicago
32409,Panama City,FL,US,America/Chicago
32410,Mexico Beach,FL,US,America/Chicago
32413,Panama City Beach,FL,US,America/Chicago
32420,Alford,FL,US,America/Chicago
32421,Altha,FL,US,America/Chicago
32423,Bascom,FL,US,America/Chicago
32424,Blountstown,FL,US,America/Chicago
32425,Bonifay,FL,US,America/Chicago
32426,Campbellton,FL,US,America/Chicago
32427,Caryville,FL,US,America/Chicago
32428,Chipley,FL,US,America/Chicago
32430,Clarksville,FL,US,America/Chicago
32431,Cottondale,FL,US,America/Chicago
32432,Cypress,FL,US,America/Chicago
32433,Defuniak Springs,FL,US,America/Chicago
32435,Defuniak Springs,FL,US,America/Chicago
32437,Ebro,FL,US,America/Chicago
32438,Fountain,FL,US,America/Chicago
32439,Freeport,FL,US,America/Chicago
32440,Graceville,FL,US,America/Chicago
32442,Grand Ridge,FL,US,America/Chicago
32443,Greenwood,FL,US,America/Chicago
32444,Lynn Haven,FL,US,America/Chicago
32445,Malone,FL,US,America/Chicago
32446,Marianna,FL,US,America/Chicago
32448,Marianna,FL,US,America/Chicago
32449,Wewahitchka,FL,US,America/Chicago
32455,Ponce De Leon,FL,US,America/Chicago
32456,Port Saint Joe,FL,US,America/New_York
32459,Santa Rosa Beach,FL,US,America/Chicago
32460,Sneads,FL,US,America/Chicago
32461,Inlet Beach,FL,US,America/Chicago
32462,Vernon,FL,US,America/Chicago
32463,Wausau,FL,US,America/Chicago
32464,Westville,FL,US,America/Chicago
32465,Wewahitchka,FL,US,America/Chicago
32466,Youngstown,FL,US,America/Chicago
32501,Pensacola,FL,US,America/Chicago
32502,Pensacola,FL,US,America/Chicago
32503,Pensacola,FL,US,America/Chicago
32504,Pensacola,FL,US,America/Chicago
32505,Pensacola,FL,US,America/Chicago
32506,Pensacola,FL,US,America/Chicago
32507,Pensacola,FL,US,America/Chicago
32508,Pensacola,FL,US,America/Chicago
32509,Pensacola,FL,US,America/Chicago
32511,Pensacola,FL,US,America/Chicago
32512,Pensacola,FL,US,America/Chicago
32514,Pensacola,FL,US,America/Chicago
32526,Pensacola,FL,US,America/Chicago
32530,Bagdad,FL,US,America/Chicago
32531,Baker,FL,US,America/Chicago
32533,Cantonment,FL,US,America/Chicago
32534,Pensacola,FL,US,America/Chicago
32535,Century,FL,US,America/Chicago
32536,Crestview,FL,US,America/Chicago
32539,Crestview,FL,US,America/Chicago
32541,Destin,FL,US,America/Chicago
32542,Eglin Afb,FL,US,America/Chicago
32544,Hurlburt Field,FL,US,America/Chicago
32547,Fort Walton Beach,FL,US,America/Chicago
32548,Fort Walton Beach,FL,US,America/Chicago
32550,Miramar Beach,FL,US,America/Chicago
32561,Gulf Breeze,FL,US,America/Chicago
32563,Gulf Breeze,FL,US,America/Chicago
32564,Holt,FL,US,America/Chicago
32565,Jay,FL,US,America/Chicago
32566,Navarre,FL,US,America/Chicago
32567,Laurel Hill,FL,US,America/Chicago
32568,McDavid,FL,US,America/Chicago
32569,Mary Esther,FL,US,America/Chicago
32570,Milton,FL,US,America/Chicago
32571,Milton,FL,US,America/Chicago
32577,Molino,FL,US,America/Chicago
32578,Niceville,FL,US,America/Chicago
32579,Shalimar,FL,US,America/Chicago
32580,Valparaiso,FL,US,America/Chicago
32583,Milton,FL,US,America/Chicago
32601,Gainesville,FL,US,America/New_York
32603,Gainesville,FL,US,America/New_York
32605,Gainesville,FL,US,America/New_York
32606,Gainesville,FL,US,America/New_York
32607,Gainesville,FL,US,America/New_York
32608,Gainesville,FL,US,America/New_York
32609,Gainesville,FL,US,America/New_York
32610,Gainesville,FL,US,America/New_York
32612,Gainesville,FL,US,America/New_York
32615,Alachua,FL,US,America/New_York
32616,Alachua,FL,US,America/New_York
32617,Anthony,FL,US,America/New_York
32618,Archer,FL,US,America/New_York
32619,Bell,FL,US,America/New_York
32621,Bronson,FL,US,America/New_York
32622,Brooker,FL,US,America/New_York
32625,Cedar Key,FL,US,America/New_York
32626,Chiefland,FL,US,America/New_York
32628,Cross City,FL,US,America/New_York
32631,Earleton,FL,US,America/New_York
32634,Fairfield,FL,US,America/New_York
32639,Gulf Hammock,FL,US,America/New_York
32640,Hawthorne,FL,US,America/New_York
32641,Gainesville,FL,US,America/New_York
32643,High Springs,FL,US,America/New_York
32648,Horseshoe Beach,FL,US,America/New_York
32653,Gainesville,FL,US,America/New_York
32656,Keystone Heights,FL,US,America/New_York
32658,La Crosse,FL,US,America/New_York
32664,McIntosh,FL,US,America/New_York
32666,Melrose,FL,US,America/New_York
32667,Micanopy,FL,US,America/New_York
32668,Morriston,FL,US,America/New_York
32669,Newberry,FL,US,America/New_York
32680,Old Town,FL,US,America/New_York
32681,Orange Lake,FL,US,America/New_York
32683,Otter Creek,FL,US,America/New_York
32686,Reddick,FL,US,America/New_York
32692,Suwannee,FL,US,America/New_York
32693,Trenton,FL,US,America/New_York
32694,Waldo,FL,US,America/New_York
32696,Williston,FL,US,America/New_York
32697,Worthington Springs,FL,US,America/New_York
32701,Altamonte Springs,FL,US,America/New_York
32702,Altoona,FL,US,America/New_York
32703,Apopka,FL,US,America/New_York
32707,Casselberry,FL,US,America/New_York
32708,Winter Springs,FL,US,America/New_York
32709,Christmas,FL,US,America/New_York
32712,Apopka,FL,US,America/New_York
32713,Debary,FL,US,America/New_York
32714,Altamonte Springs,FL,US,America/New_York
32720,Deland,FL,US,America/New_York
32723,Deland,FL,US,America/New_York
32724,Deland,FL,US,America/New_York
32725,Deltona,FL,US,America/New_York
32726,Eustis,FL,US,America/New_York
32730,Casselberry,FL,US,America/New_York
32732,Geneva,FL,US,America/New_York
32735,Grand Island,FL,US,America/New_York
32736,Eustis,FL,US,America/New_York
32738,Deltona,FL,US,America/New_York
32744,Lake Helen,FL,US,America/New_York
32746,Lake Mary,FL,US,America/New_York
32750,Longwood,FL,US,America/New_York
32751,Maitland,FL,US,America/New_York
32754,Mims,FL,US,America/New_York
32757,Mount Dora,FL,US,America/New_York
32759,Oak Hill,FL,US,America/New_York
32763,Orange City,FL,US,America/New_York
32764,Osteen,FL,US,America/New_York
32765,Oviedo,FL,US,America/New_York
32766,Oviedo,FL,US,America/New_York
32767,Paisley,FL,US,America/New_York
32768,Plymouth,FL,US,America/New_York
32771,Sanford,FL,US,America/New_York
32773,Sanford,FL,US,America/New_York
32775,Scottsmoor,FL,US,America/New_York
32776,Sorrento,FL,US,America/New_York
32778,Tavares,FL,US,America/New_York
32779,Longwood,FL,US,America/New_York
32780,Titusville,FL,US,America/New_York
32784,Umatilla,FL,US,America/New_York
32789,Winter Park,FL,US,America/New_York
32792,Winter Park,FL,US,America/New_York
32796,Titusville,FL,US,America/New_York
32798,Zellwood,FL,US,America/New_York
32801,Orlando,FL,US,America/New_York
32803,Orlando,FL,US,America/New_York
32804,Orlando,FL,US,America/New_York
32805,Orlando,FL,US,America/New_York
32806,Orlando,FL,US,America/New_York
32807,Orlando,FL,US,America/New_York
32808,Orlando,FL,US,America/New_York
32809,Orlando,FL,US,America/New_York
32810,Orlando,FL,US,America/New_York
32811,Orlando,FL,US,America/New_York
32812,Orlando,FL,US,America/New_York
32814,Orlando,FL,US,America/New_York
32816,Orlando,FL,US,America/New_York
32817,Orlando,FL,US,America/New_York
32818,Orlando,FL,US,America/New_York
32819,Orlando,FL,US,America/New_York
32820,Orlando,FL,US,America/New_York
32821,Orlando,FL,US,America/New_York
32822,Orlando,FL,US,America/New_York
32824,Orlando,FL,US,America/New_York
32825,Orlando,FL,US,America/New_York
32826,Orlando,FL,US,America/New_York
32827,Orlando,FL,US,America/New_York
32828,Orlando,FL,US,America/New_York
32829,Orlando,FL,US,America/New_York
32830,Orlando,FL,US,America/New_York
32831,Orlando,FL,US,America/New_York
32832,Orlando,FL,US,America/New_York
32833,Orlando,FL,US,America/New_York
32835,Orlando,FL,US,America/New_York
32836,Orlando,FL,US,America/New_York
32837,Orlando,FL,US,America/New_York
32839,Orlando,FL,US,America/New_York
32899,Orlando,FL,US,America/New_York
32901,Melbourne,FL,US,America/New_York
32903,Indialantic,FL,US,America/New_York
32904,Melbourne,FL,US,America/New_York
32905,Palm Bay,FL,US,America/New_York
32907,Palm Bay,FL,US,America/New_York
32908,Palm Bay,FL,US,America/New_York
32909,Palm Bay,FL,US,America/New_York
32920,Cape Canaveral,FL,US,America/New_York
32922,Cocoa,FL,US,America/New_York
32925,Patrick Air Force Base,FL,US,America/New_York
32926,Cocoa,FL,US,America/New_York
32927,Cocoa,FL,US,America/New_York
32931,Cocoa Beach,FL,US,America/New_York
32934,Melbourne,FL,US,America/New_York
32935,Melbourne,FL,US,America/New_York
32937,Satellite Beach,FL,US,America/New_York
32940,Melbourne,FL,US,America/New_York
32948,Fellsmere,FL,US,America/New_York
32949,Grant,FL,US,America/New_York
32950,Malabar,FL,US,America/New_York
32951,Melbourne Beach,FL,US,America/New_York
32952,Merritt Island,FL,US,America/New_York
32953,Merritt Island,FL,US,America/New_York
32955,Rockledge,FL,US,America/New_York
32958,Sebastian,FL,US,America/New_York
32959,Sharpes,FL,US,America/New_York
32960,Vero Beach,FL,US,America/New_York
32962,Vero Beach,FL,US,America/New_York
32963,Vero Beach,FL,US,America/New_York
32966,Vero Beach,FL,US,America/New_York
32967,Vero Beach,FL,US,America/New_York
32968,Vero Beach,FL,US,America/New_York
32970,Wabasso,FL,US,America/New_York
32976,Sebastian,FL,US,America/New_York
33001,Long Key,FL,US,America/New_York
33004,Dania,FL,US,America/New_York
33009,Hallandale,FL,US,America/New_York
33010,Hialeah,FL,US,America/New_York
33012,Hialeah,FL,US,America/New_York
33013,Hialeah,FL,US,America/New_York
33014,Hialeah,FL,US,America/New_York
33015,Hialeah,FL,US,America/New_York
33016,Hialeah,FL,US,America/New_York
33018,Hialeah,FL,US,America/New_York
33019,Hollywood,FL,US,America/New_York
33020,Hollywood,FL,US,America/New_York
33021,Hollywood,FL,US,America/New_York
33022,Hollywood,FL,US,America/New_York
33023,Hollywood,FL,US,America/New_York
33024,Hollywood,FL,US,America/New_York
33025,Hollywood,FL,US,America/New_York
33026,Hollywood,FL,US,America/New_York
33027,Hollywood,FL,US,America/New_York
33028,Pembroke Pines,FL,US,America/New_York
33029,Hollywood,FL,US,America/New_York
33030,Homestead,FL,US,America/New_York
33031,Homestead,FL,US,America/New_York
33032,Homestead,FL,US,America/New_York
33033,Homestead,FL,US,America/New_York
33034,Homestead,FL,US,America/New_York
33035,Homestead,FL,US,America/New_York
33036,Islamorada,FL,US,America/New_York
33037,Key Largo,FL,US,America/New_York
33039,Homestead,FL,US,America/New_York
33040,Key West,FL,US,America/New_York
33042,Summerland Key,FL,US,America/New_York
33043,Big Pine Key,FL,US,America/New_York
33050,Marathon,FL,US,America/New_York
33051,Key Colony Beach,FL,US,America/New_York
33054,Opa Locka,FL,US,America/New_York
33055,Opa Locka,FL,US,America/New_York
33056,Miami Gardens,FL,US,America/New_York
33060,Pompano Beach,FL,US,America/New_York
33062,Pompano Beach,FL,US,America/New_York
33063,Pompano Beach,FL,US,America/New_York
33064,Pompano Beach,FL,US,America/New_York
33065,Coral Springs,FL,US,America/New_York
33066,Pompano Beach,FL,US,America/New_York
33067,Pompano Beach,FL,US,America/New_York
33068,Pompano Beach,FL,US,America/New_York
33069,Pompano Beach,FL,US,America/New_York
33070,Tavernier,FL,US,America/New_York
33071,Coral Springs,FL,US,America/New_York
33073,Pompano Beach,FL,US,America/New_York
33076,Pompano Beach,FL,US,America/New_York
33101,Miami,FL,US,America/New_York
33109,Miami Beach,FL,US,America/New_York
33122,Miami,FL,US,America/New_York
33125,Miami,FL,US,America/New_York
33126,Miami,FL,US,America/New_York
33127,Miami,FL,US,America/New_York
33128,Miami,FL,US,America/New_York
33129,Miami,FL,US,America/New_York
33130,Miami,FL,US,America/New_York
33131,Miami,FL,US,America/New_York
33132,Miami,FL,US,America/New_York
33133,Miami,FL,US,America/New_York
33134,Miami,FL,US,America/New_York
33135,Miami,FL,US,America/New_York
33136,Miami,FL,US,America/New_York
33137,Miami,FL,US,America/New_York
33138,Miami,FL,US,America/New_York
33139,Miami Beach,FL,US,America/New_York
33140,Miami Beach,FL,US,America/New_York
33141,Miami Beach,FL,US,America/New_York
33142,Miami,FL,US,America/New_York
33143,Miami,FL,US,America/New_York
33144,Miami,FL,US,America/New_York
33145,Miami,FL,US,America/New_York
33146,Miami,FL,US,America/New_York
33147,Miami,FL,US,America/New_York
33149,Key Biscayne,FL,US,America/New_York
33150,Miami,FL,US,America/New_York
33154,Miami Beach,FL,US,America/New_York
33155,Miami,FL,US,America/New_York
33156,Miami,FL,US,America/New_York
33157,Miami,FL,US,America/New_York
33158,Miami,FL,US,America/New_York
33160,North Miami Beach,FL,US,America/New_York
33161,Miami,FL,US,America/New_York
33162,Miami,FL,US,America/New_York
33165,Miami,FL,US,America/New_York
33166,Miami,FL,US,America/New_York
33167,Miami,FL,US,America/New_York
33168,Miami,FL,US,America/New_York
33169,Miami,FL,US,America/New_York
33170,Miami,FL,US,America/New_York
33172,Miami,FL,US,America/New_York
33173,Miami,FL,US,America/New_York
33174,Miami,FL,US,America/New_York
33175,Miami,FL,US,America/New_York
33176,Miami,FL,US,America/New_York
33177,Miami,FL,US,America/New_York
33178,Miami,FL,US,America/New_York
33179,Miami,FL,US,America/New_York
33180,Miami,FL,US,America/New_York
33181,Miami,FL,US,America/New_York
33182,Miami,FL,US,America/New_York
33183,Miami,FL,US,America/New_York
33184,Miami,FL,US,America/New_York
33185,Miami,FL,US,America/New_York
33186,Miami,FL,US,America/New_York
33187,Miami,FL,US,America/New_York
33189,Miami,FL,US,America/New_York
33190,Miami,FL,US,America/New_York
33193,Miami,FL,US,America/New_York
33194,Miami,FL,US,America/New_York
33196,Miami,FL,US,America/New_York
33301,Fort Lauderdale,FL,US,America/New_York
33304,Fort Lauderdale,FL,US,America/New_York
33305,Fort Lauderdale,FL,US,America/New_York
33306,Fort Lauderdale,FL,US,America/New_York
33308,Fort Lauderdale,FL,US,America/New_York
33309,Fort Lauderdale,FL,US,America/New_York
33311,Fort Lauderdale,FL,US,America/New_York
33312,Fort Lauderdale,FL,US,America/New_York
33313,Fort Lauderdale,FL,US,America/New_York
33314,Fort Lauderdale,FL,US,America/New_York
33315,Fort Lauderdale,FL,US,America/New_York
33316,Fort Lauderdale,FL,US,America/New_York
33317,Fort Lauderdale,FL,US,America/New_York
33319,Fort Lauderdale,FL,US,America/New_York
33321,Fort Lauderdale,FL,US,America/New_York
33322,Fort Lauderdale,FL,US,America/New_York
33323,Fort Lauderdale,FL,US,America/New_York
33324,Fort Lauderdale,FL,US,America/New_York
33325,Fort Lauderdale,FL,US,America/New_York
33326,Fort Lauderdale,FL,US,America/New_York
33327,Fort Lauderdale,FL,US,America/New_York
33328,Fort Lauderdale,FL,US,America/New_York
33330,Fort Lauderdale,FL,US,America/New_York
33331,Fort Lauderdale,FL,US,America/New_York
33332,Fort Lauderdale,FL,US,America/New_York
33334,Fort Lauderdale,FL,US,America/New_York
33351,Fort Lauderdale,FL,US,America/New_York
33388,Plantation,FL,US,America/New_York
33401,West Palm Beach,FL,US,America/New_York
33403,West Palm Beach,FL,US,America/New_York
33404,West Palm Beach,FL,US,America/New_York
33405,West Palm Beach,FL,US,America/New_York
33406,West Palm Beach,FL,US,America/New_York
33407,West Palm Beach,FL,US,America/New_York
33408,North Palm Beach,FL,US,America/New_York
33409,West Palm Beach,FL,US,America/New_York
33410,Palm Beach Gardens,FL,US,America/New_York
33411,West Palm Beach,FL,US,America/New_York
33412,West Palm Beach,FL,US,America/New_York
33413,West Palm Beach,FL,US,America/New_York
33414,Wellington,FL,US,America/New_York
33415,West Palm Beach,FL,US,America/New_York
33417,West Palm Beach,FL,US,America/New_York
33418,Palm Beach Gardens,FL,US,America/New_York
33426,Boynton Beach,FL,US,America/New_York
33428,Boca Raton,FL,US,America/New_York
33430,Belle Glade,FL,US,America/New_York
33431,Boca Raton,FL,US,America/New_York
33432,Boca Raton,FL,US,America/New_York
33433,Boca Raton,FL,US,America/New_York
33434,Boca Raton,FL,US,America/New_York
33435,Boynton Beach,FL,US,America/New_York
33436,Boynton Beach,FL,US,America/New_York
33437,Boynton Beach,FL,US,America/New_York
33438,Canal Point,FL,US,America/New_York
33440,Clewiston,FL,US,America/New_York
33441,Deerfield Beach,FL,US,America/New_York
33442,Deerfield Beach,FL,US,America/New_York
33444,Delray Beach,FL,US,America/New_York
33445,Delray Beach,FL,US,America/New_York
33446,Delray Beach,FL,US,America/New_York
33449,Lake Worth,FL,US,America/New_York
33455,Hobe Sound,FL,US,America/New_York
33458,Jupiter,FL,US,America/New_York
33460,Lake Worth Beach,FL,US,America/New_York
33461,Lake Worth,FL,US,America/New_York
33462,Lake Worth,FL,US,America/New_York
33463,Lake Worth,FL,US,America/New_York
33467,Lake Worth,FL,US,America/New_York
33469,Jupiter,FL,US,America/New_York
33470,Loxahatchee,FL,US,America/New_York
33471,Moore Haven,FL,US,America/New_York
33472,Boynton Beach,FL,US,America/New_York
33473,Boynton Beach,FL,US,America/New_York
33476,Pahokee,FL,US,America/New_York
33477,Jupiter,FL,US,America/New_York
33478,Jupiter,FL,US,America/New_York
33480,Palm Beach,FL,US,America/New_York
33483,Delray Beach,FL,US,America/New_York
33484,Delray Beach,FL,US,America/New_York
33486,Boca Raton,FL,US,America/New_York
33487,Boca Raton,FL,US,America/New_York
33493,South Bay,FL,US,America/New_York
33496,Boca Raton,FL,US,America/New_York
33498,Boca Raton,FL,US,America/New_York
33503,Balm,FL,US,America/New_York
33510,Brandon,FL,US,America/New_York
33511,Brandon,FL,US,America/New_York
33513,Bushnell,FL,US,America/New_York
33514,Center Hill,FL,US,America/New_York
33521,Coleman,FL,US,America/New_York
33523,Dade City,FL,US,America/New_York
33525,Dade City,FL,US,America/New_York
33527,Dover,FL,US,America/New_York
33530,Durant,FL,US,America/New_York
33534,Gibsonton,FL,US,America/New_York
33538,Lake Panasoffkee,FL,US,America/New_York
33540,Zephyrhills,FL,US,America/New_York
33541,Zephyrhills,FL,US,America/New_York
33542,Zephyrhills,FL,US,America/New_York
33543,Wesley Chapel,FL,US,America/New_York
33544,Wesley Chapel,FL,US,America/New_York
33545,Wesley Chapel,FL,US,America/New_York
33547,Lithia,FL,US,America/New_York
33548,Lutz,FL,US,America/New_York
33549,Lutz,FL,US,America/New_York
33550,Mango,FL,US,America/New_York
33556,Odessa,FL,US,America/New_York
33558,Lutz,FL,US,America/New_York
33559,Lutz,FL,US,America/New_York
33563,Plant City,FL,US,America/New_York
33565,Plant City,FL,US,America/New_York
33566,Plant City,FL,US,America/New_York
33567,Plant City,FL,US,America/New_York
33569,Riverview,FL,US,America/New_York
33570,Ruskin,FL,US,America/New_York
33572,Apollo Beach,FL,US,America/New_York
33573,Sun City Center,FL,US,America/New_York
33574,Saint Leo,FL,US,America/New_York
33576,San Antonio,FL,US,America/New_York
33578,Riverview,FL,US,America/New_York
33579,Riverview,FL,US,America/New_York
33584,Seffner,FL,US,America/New_York
33585,Sumterville,FL,US,America/New_York
33592,Thonotosassa,FL,US,America/New_York
33594,Valrico,FL,US,America/New_York
33596,Valrico,FL,US,America/New_York
33597,Webster,FL,US,America/New_York
33598,Wimauma,FL,US,America/New_York
33602,Tampa,FL,US,America/New_York
33603,Tampa,FL,US,America/New_York
33604,Tampa,FL,US,America/New_York
33605,Tampa,FL,US,America/New_York
33606,Tampa,FL,US,America/New_York
33607,Tampa,FL,US,America/New_York
33609,Tampa,FL,US,America/New_York
33610,Tampa,FL,US,America/New_York
33611,Tampa,FL,US,America/New_York
33612,Tampa,FL,US,America/New_York
33613,Tampa,FL,US,America/New_York
33614,Tampa,FL,US,America/New_York
33615,Tampa,FL,US,America/New_York
33616,Tampa,FL,US,America/New_York
33617,Tampa,FL,US,America/New_York
33618,Tampa,FL,US,America/New_York
33619,Tampa,FL,US,America/New_York
33620,Tampa,FL,US,America/New_York
33621,Tampa,FL,US,America/New_York
33624,Tampa,FL,US,America/New_York
33625,Tampa,FL,US,America/New_York
33626,Tampa,FL,US,America/New_York
33629,Tampa,FL,US,America/New_York
33634,Tampa,FL,US,America/New_York
33635,Tampa,FL,US,America/New_York
33637,Tampa,FL,US,America/New_York
33647,Tampa,FL,US,America/New_York
33701,Saint Petersburg,FL,US,America/New_York
33702,Saint Petersburg,FL,US,America/New_York
33703,Saint Petersburg,FL,US,America/New_York
33704,Saint Petersburg,FL,US,America/New_York
33705,Saint Petersburg,FL,US,America/New_York
33706,Saint Petersburg,FL,US,America/New_York
33707,Saint Petersburg,FL,US,America/New_York
33708,Saint Petersburg,FL,US,America/New_York
33709,Saint Petersburg,FL,US,America/New_York
33710,Saint Petersburg,FL,US,America/New_York
33711,Saint Petersburg,FL,US,America/New_York
33712,Saint Petersburg,FL,US,America/New_York
33713,Saint Petersburg,FL,US,America/New_York
33714,Saint Petersburg,FL,US,America/New_York
33715,Saint Petersburg,FL,US,America/New_York
